C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_57_127.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_57_127.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_57_127.jpg,0,1,0,8.399437
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_57_198.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_57_198.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_57_198.jpg,0,1,0,9.298141
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_57_269.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_57_269.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_57_269.jpg,0,1,0,10.1904
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_57_339.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_57_339.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_57_339.jpg,0,1,0,10.85499
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_57_410.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_57_410.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_57_410.jpg,-0.05,1,0,11.57018
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_57_479.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_57_479.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_57_479.jpg,-0.2,1,0,12.4304
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_57_550.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_57_550.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_57_550.jpg,0,1,0,13.15232
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_57_620.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_57_620.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_57_620.jpg,0,1,0,13.79257
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_57_692.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_57_692.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_57_692.jpg,0,1,0,14.55581
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_57_765.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_57_765.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_57_765.jpg,0,1,0,15.44382
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_57_836.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_57_836.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_57_836.jpg,-0.05,1,0,16.29332
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_57_906.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_57_906.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_57_906.jpg,-0.2,1,0,16.67003
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_57_979.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_57_979.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_57_979.jpg,-0.4,1,0,17.4685
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_58_051.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_58_051.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_58_051.jpg,-0.6000001,1,0,18.20081
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_58_123.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_58_123.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_58_123.jpg,0,1,0,18.88995
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_58_196.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_58_196.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_58_196.jpg,0,1,0,19.69581
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_58_271.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_58_271.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_58_271.jpg,0,1,0,20.50332
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_58_345.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_58_345.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_58_345.jpg,0,1,0,21.04099
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_58_415.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_58_415.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_58_415.jpg,-0.1,1,0,21.84713
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_58_482.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_58_482.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_58_482.jpg,-0.25,1,0,22.45097
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_58_550.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_58_550.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_58_550.jpg,0,1,0,23.22683
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_58_621.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_58_621.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_58_621.jpg,0,1,0,23.80199
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_58_691.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_58_691.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_58_691.jpg,0,1,0,24.58002
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_58_760.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_58_760.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_58_760.jpg,0,1,0,25.15951
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_58_830.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_58_830.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_58_830.jpg,-0.1,1,0,25.92098
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_58_898.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_58_898.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_58_898.jpg,-0.25,1,0,26.46232
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_58_968.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_58_968.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_58_968.jpg,-0.4,1,0,26.95775
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_59_039.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_59_039.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_59_039.jpg,0,1,0,27.57642
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_59_109.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_59_109.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_59_109.jpg,0,1,0,28.30014
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_59_182.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_59_182.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_59_182.jpg,0,1,0,28.85142
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_59_253.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_59_253.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_59_253.jpg,0,1,0,29.5853
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_59_324.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_59_324.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_59_324.jpg,0,1,0,30.13263
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_59_396.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_59_396.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_59_396.jpg,0,1,0,30.19065
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_59_468.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_59_468.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_59_468.jpg,0,1,0,30.19026
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_59_542.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_59_542.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_59_542.jpg,-0.1,1,0,30.18786
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_59_617.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_59_617.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_59_617.jpg,0,1,0,30.19114
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_59_691.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_59_691.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_59_691.jpg,0,1,0,30.19024
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_59_759.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_59_759.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_59_759.jpg,0,1,0,30.1903
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_59_828.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_59_828.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_59_828.jpg,0,1,0,30.19029
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_59_903.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_59_903.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_59_903.jpg,-0.05,1,0,30.18979
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_49_59_977.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_49_59_977.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_49_59_977.jpg,-0.25,1,0,30.17507
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_00_045.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_00_045.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_00_045.jpg,-0.4,1,0,30.15776
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_00_120.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_00_120.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_00_120.jpg,0,1,0,30.17502
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_00_192.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_00_192.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_00_192.jpg,0,1,0,30.18715
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_00_259.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_00_259.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_00_259.jpg,0,1,0,30.18959
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_00_328.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_00_328.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_00_328.jpg,0,1,0,30.19012
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_00_397.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_00_397.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_00_397.jpg,0,1,0,30.19013
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_00_468.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_00_468.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_00_468.jpg,-0.05,1,0,30.18994
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_00_541.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_00_541.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_00_541.jpg,-0.25,1,0,30.1757
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_00_613.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_00_613.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_00_613.jpg,0,1,0,30.19002
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_00_688.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_00_688.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_00_688.jpg,0,1,0,30.18964
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_00_762.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_00_762.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_00_762.jpg,0,1,0,30.19019
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_00_839.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_00_839.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_00_839.jpg,0,1,0,30.19031
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_00_913.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_00_913.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_00_913.jpg,0,1,0,30.19027
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_00_982.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_00_982.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_00_982.jpg,-0.1,1,0,30.18794
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_01_053.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_01_053.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_01_053.jpg,0,1,0,30.1909
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_01_125.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_01_125.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_01_125.jpg,0,1,0,30.19015
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_01_275.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_01_275.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_01_275.jpg,0,1,0,30.19068
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_01_447.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_01_447.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_01_447.jpg,-0.35,1,0,30.16379
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_01_509.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_01_509.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_01_509.jpg,0,1,0,30.1794
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_01_641.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_01_641.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_01_641.jpg,0,1,0,30.18985
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_01_716.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_01_716.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_01_716.jpg,0,1,0,30.19022
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_01_903.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_01_903.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_01_903.jpg,0,1,0,30.19029
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_01_968.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_01_968.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_01_968.jpg,0,1,0,30.19036
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_02_045.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_02_045.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_02_045.jpg,0,1,0,30.19032
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_02_123.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_02_123.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_02_123.jpg,0,1,0,30.19029
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_02_209.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_02_209.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_02_209.jpg,0,1,0,30.18993
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_02_292.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_02_292.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_02_292.jpg,-0.25,0.8984326,0,30.16398
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_02_442.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_02_442.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_02_442.jpg,-0.6000001,0.4754788,0,30.00148
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_02_636.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_02_636.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_02_636.jpg,0,0,0,29.6028
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_02_701.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_02_701.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_02_701.jpg,0,0,0,29.36344
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_02_783.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_02_783.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_02_783.jpg,0,0,0,29.12714
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_02_850.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_02_850.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_02_850.jpg,0,0,0,28.89291
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_02_923.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_02_923.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_02_923.jpg,0,0,0,28.71848
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_02_993.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_02_993.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_02_993.jpg,0,0,0,28.48756
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_03_067.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_03_067.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_03_067.jpg,0,0,0,28.31558
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_03_135.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_03_135.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_03_135.jpg,0,0,0,28.08789
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_03_216.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_03_216.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_03_216.jpg,0,0.1405578,0,27.90587
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_03_291.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_03_291.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_03_291.jpg,-0.15,0.369537,0,27.91411
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_03_365.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_03_365.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_03_365.jpg,0,0.592464,0,28.07962
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_03_441.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_03_441.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_03_441.jpg,0,0.8213103,0,28.51006
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_03_513.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_03_513.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_03_513.jpg,0,1,0,29.17062
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_03_584.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_03_584.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_03_584.jpg,0,0.8742781,0,29.68313
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_03_658.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_03_658.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_03_658.jpg,-0.1,0.6086742,0,30.10424
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_03_732.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_03_732.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_03_732.jpg,-0.3,0.3859677,0,30.02463
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_03_805.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_03_805.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_03_805.jpg,0,0.2092329,0,29.99936
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_03_878.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_03_878.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_03_878.jpg,-0.05,0,0,29.83959
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_03_945.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_03_945.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_03_945.jpg,0,0,0,29.65537
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_04_017.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_04_017.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_04_017.jpg,0,0,0,29.41625
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_04_087.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_04_087.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_04_087.jpg,-0.1,0,0,29.23664
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_04_160.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_04_160.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_04_160.jpg,-0.3,0,0,28.95619
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_04_230.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_04_230.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_04_230.jpg,-0.5000001,0,0,28.59315
C:\MINI PROJECT\DATA\IMG\center_2024_08_30_18_50_04_308.jpg,C:\MINI PROJECT\DATA\IMG\left_2024_08_30_18_50_04_308.jpg,C:\MINI PROJECT\DATA\IMG\right_2024_08_30_18_50_04_308.jpg,0,0,0,28.4012
